#name ra dec peak peak_sigma pol_flux_density pol_flux_density_sigma pol_angle pol_angle_sigma
AT20GJ012450-062501 21.210 -6.417 51 3 <6 - <11.7 -
AT20GJ012453-153238 21.224 -15.544 74 5 <7 - <9.4 -
AT20GJ012457-511316 21.239 -51.221 745 37 <7 - <1.0 -
AT20GJ012517-001829 21.322 -0.308 99 5 <6 - <6.1 -
AT20GJ012518-254903 21.328 -25.818 214 14 10 1 4.7 -88
AT20GJ012528-000556 21.370 -0.099 1161 58 <12 - <1.0 -
AT20GJ012536-043813 21.402 -4.637 114 6 <6 - <5.3 -
AT20GJ012549-130427 21.458 -13.074 48 3 <6 - <12.6 -
AT20GJ012553-155357 21.471 -15.899 43 3 <8 - <19.4 -
AT20GJ012600-012041 21.503 -1.345 147 7 <6 - <4.1 -
AT20GJ012615-222232 21.563 -22.376 247 16 <6 - <2.4 -
AT20GJ012624-510309 21.601 -51.053 111 6 <9 - <7.9 -
AT20GJ012633-151833 21.642 -15.309 164 11 <6 - <3.7 -
AT20GJ012638-244023 21.660 -24.673 49 3 <7 - <14.2 -
AT20GJ012714-481332 21.812 -48.226 237 12 12 2 5.1 -41
AT20GJ012716-082129 21.818 -8.358 149 8 12 1 7.8 -68
AT20GJ012730-140257 21.875 -14.049 168 8 <6 - <3.6 -
AT20GJ012744-345755 21.933 -34.965 50 2 <6 - <12.1 -
AT20GJ012756-513641 21.984 -51.612 100 5 <7 - <6.6 -
AT20GJ012801-251900 22.004 -25.317 57 4 <6 - <11.1 -
AT20GJ012801-172223 22.006 -17.373 87 5 <6 - <6.9 -
AT20GJ012805-821048 22.024 -82.180 61 3 <7 - <10.8 -
AT20GJ012816-164354 22.070 -16.732 68 5 <7 - <9.7 -
AT20GJ012820-564939 22.085 -56.828 189 10 <8 - <4.1 -
AT20GJ012834-525519 22.143 -52.922 175 9 <9 - <5.3 -
AT20GJ012839-034009 22.163 -3.669 87 4 <6 - <6.9 -
AT20GJ012926-163157 22.361 -16.533 112 7 <8 - <7.3 -
AT20GJ012930-733311 22.375 -73.553 67 4 <9 - <13.9 -
AT20GJ012934-321930 22.396 -32.325 123 6 <6 - <4.9 -
AT20GJ013008-101907 22.537 -10.319 70 4 <6 - <8.6 -
AT20GJ013115-510136 22.815 -51.027 46 2 <6 - <14.5 -
AT20GJ013120-763227 22.837 -76.541 126 7 <7 - <5.7 -
AT20GJ013148-791617 22.954 -79.272 294 15 <7 - <2.2 -
AT20GJ013149-515159 22.957 -51.866 49 3 <6 - <12.2 -
AT20GJ013210-795905 23.043 -79.985 45 3 <10 - <22.1 -
AT20GJ013212-065235 23.051 -6.877 95 5 <6 - <6.3 -
AT20GJ013235-094419 23.150 -9.739 66 3 <6 - <9.1 -
AT20GJ013239-652335 23.163 -65.393 92 5 <6 - <6.5 -
AT20GJ013241-080405 23.171 -8.068 131 5 <6 - <4.6 -
AT20GJ013243-410953 23.181 -41.165 116 6 <6 - <5.2 -
AT20GJ013243-165448 23.181 -16.913 1431 92 56 2 3.9 34
AT20GJ013300-443043 23.254 -44.512 215 10 <8 - <3.8 -
AT20GJ013305-520003 23.274 -52.001 1198 60 <12 - <1.0 -
AT20GJ013355-233215 23.481 -23.538 60 4 <6 - <10.1 -
AT20GJ013357-362935 23.491 -36.493 440 - - - - -
AT20GJ013408-552616 23.537 -55.438 47 3 <8 - <17.7 -
AT20GJ013424-120238 23.603 -12.044 40 2 <6 - <14.9 -
AT20GJ013432-384333 23.634 -38.726 685 31 <9 - <1.3 -
AT20GJ013435-093103 23.648 -9.518 454 22 <6 - <1.3 -
AT20GJ013454-270257 23.728 -27.049 112 7 <6 - <5.4 -
AT20GJ013523-483142 23.850 -48.528 49 3 <6 - <12.3 -
AT20GJ013537-200845 23.906 -20.146 328 22 <6 - <1.8 -
AT20GJ013540-514945 23.920 -51.829 60 3 <6 - <9.9 -
AT20GJ013548-524417 23.951 -52.738 55 3 <6 - <11.0 -
AT20GJ013602-404450 24.012 -40.747 350 15 7 2 2.1 -3
AT20GJ013622-324041 24.094 -32.678 52 4 <11 - <20.7 -
AT20GJ013640-113205 24.169 -11.535 78 4 <6 - <7.7 -
AT20GJ013658-133534 24.244 -13.593 95 5 <6 - <6.3 -
AT20GJ013707-244447 24.282 -24.747 75 5 <7 - <9.2 -
AT20GJ013738-243053 24.410 -24.515 1214 79 <12 - <1.0 -
AT20GJ013741-261328 24.423 -26.224 63 4 <6 - <9.6 -
AT20GJ013801-812058 24.505 -81.350 79 4 <9 - <11.0 -
AT20GJ013809-271128 24.541 -27.191 171 11 11 1 6.4 0
AT20GJ013815-292405 24.564 -29.401 68 3 <6 - <9.3 -
AT20GJ013827-770357 24.616 -77.066 147 7 <8 - <5.7 -
AT20GJ013851-123038 24.716 -12.511 95 5 <6 - <6.3 -
AT20GJ013851-054007 24.716 -5.669 196 10 <6 - <3.1 -
AT20GJ013857-225446 24.740 -22.913 170 11 9 1 5.5 -39
AT20GJ013930-473201 24.879 -47.534 89 5 <11 - <11.8 -
AT20GJ013949-521746 24.957 -52.296 91 5 <10 - <11.2 -
AT20GJ013955-435509 24.981 -43.919 94 4 <6 - <6.4 -
AT20GJ014004-153255 25.019 -15.549 226 14 <6 - <2.7 -
AT20GJ014012-095657 25.053 -9.949 59 3 <6 - <10.2 -
AT20GJ014036-375644 25.154 -37.946 133 7 <8 - <5.9 -
AT20GJ014037-124156 25.156 -12.699 70 4 <6 - <8.6 -
AT20GJ014125-092843 25.357 -9.479 764 37 74 1 9.7 -89
AT20GJ014127-270606 25.363 -27.102 52 3 <7 - <13.2 -
AT20GJ014132-542749 25.385 -54.464 43 2 <6 - <14.0 -
AT20GJ014133-020222 25.391 -2.040 157 8 <7 - <4.4 -
AT20GJ014137-093001 25.408 -9.500 99 5 <7 - <7.0 -
AT20GJ014141-565037 25.422 -56.844 135 7 <7 - <5.6 -
AT20GJ014207-420601 25.530 -42.101 131 7 <6 - <4.6 -
AT20GJ014214-011458 25.562 -1.250 88 5 <8 - <9.2 -
AT20GJ014220-271124 25.584 -27.190 132 9 <6 - <4.5 -
AT20GJ014225-572957 25.606 -57.499 75 3 <6 - <8.0 -
AT20GJ014236-074303 25.652 -7.718 89 5 <8 - <8.8 -
AT20GJ014238-054401 25.662 -5.734 148 8 7 2 4.8 21
AT20GJ014245-163307 25.689 -16.552 91 6 <7 - <8.2 -
AT20GJ014256-604449 25.737 -60.747 106 5 <6 - <5.6 -
AT20GJ014258-184941 25.742 -18.828 123 8 <6 - <4.9 -
AT20GJ014308-362258 25.787 -36.383 75 4 <7 - <9.6 -
AT20GJ014310-320055 25.792 -32.015 517 22 14 3 2.7 88
AT20GJ014316-011901 25.820 -1.317 117 4 <8 - <10.8 -
AT20GJ014350-224236 25.962 -22.710 80 5 <6 - <7.5 -
AT20GJ014416-642142 26.070 -64.362 186 9 <6 - <3.2 -
AT20GJ014428-071944 26.119 -7.329 48 3 <7 - <14.5 -
AT20GJ014439-380519 26.165 -38.089 70 4 <7 - <9.8 -
AT20GJ014454-393810 26.225 -39.636 200 10 <7 - <3.3 -
AT20GJ014503-273333 26.264 -27.559 567 37 11 2 1.9 4
AT20GJ014541-203820 26.422 -20.639 82 5 <6 - <7.3 -
AT20GJ014554-674649 26.478 -67.780 46 3 <7 - <15.8 -
AT20GJ014640-272740 26.668 -27.461 68 5 <6 - <8.8 -
AT20GJ014645-053757 26.688 -5.633 153 7 14 2 9.0 86
AT20GJ014648-520233 26.703 -52.043 226 11 <8 - <3.7 -
AT20GJ014652-154050 26.721 -15.681 102 7 <6 - <5.9 -
AT20GJ014721-044542 26.838 -4.762 158 8 <6 - <3.8 -
AT20GJ014738-082717 26.910 -8.455 258 13 11 2 4.1 -24
AT20GJ014852-223845 27.217 -22.646 87 6 <6 - <6.9 -
AT20GJ014900-260048 27.252 -26.013 60 4 <6 - <10.4 -
AT20GJ015021-333824 27.588 -33.640 106 5 <9 - <8.5 -
AT20GJ015023-054515 27.599 -5.754 94 5 <7 - <7.3 -
AT20GJ015024-145818 27.603 -14.972 98 5 <6 - <6.1 -
AT20GJ015033-293256 27.641 -29.549 51 3 10 2 18.9 -42
AT20GJ015042-682258 27.677 -68.383 67 3 <6 - <8.9 -
AT20GJ015050-604407 27.709 -60.735 48 5 <6 - <12.5 -
AT20GJ015050-090128 27.710 -9.025 87 4 <6 - <7.6 -
AT20GJ015053-312323 27.722 -31.390 44 3 <7 - <17.0 -
AT20GJ015106-173244 27.775 -17.546 258 17 <6 - <2.3 -
AT20GJ015119-092248 27.831 -9.380 107 5 <6 - <5.6 -
AT20GJ015123-343512 27.848 -34.587 359 15 <8 - <2.2 -
AT20GJ015143-391013 27.931 -39.171 55 3 <8 - <15.8 -
AT20GJ015148-171954 27.950 -17.332 60 4 <6 - <10.1 -
AT20GJ015201-294102 28.005 -29.684 47 3 <6 - <12.9 -
AT20GJ015212-263554 28.050 -26.598 54 4 <6 - <11.2 -
AT20GJ015230-062955 28.126 -6.499 82 4 <6 - <7.3 -
AT20GJ015231-141239 28.133 -14.211 586 29 19 1 3.3 86
AT20GJ015233-294248 28.140 -29.713 171 11 <6 - <3.5 -
AT20GJ015253-375123 28.225 -37.856 55 3 <9 - <16.0 -
AT20GJ015259-272050 28.249 -27.347 52 3 <6 - <11.7 -
AT20GJ015301-190656 28.256 -19.116 54 4 <6 - <11.0 -
AT20GJ015310-331026 28.292 -33.174 542 22 <10 - <1.8 -
AT20GJ015325-163113 28.355 -16.520 57 4 <6 - <10.6 -
AT20GJ015328-161126 28.369 -16.191 78 5 <7 - <8.4 -
AT20GJ015358-540653 28.493 -54.115 50 3 <6 - <12.1 -
AT20GJ015419-510751 28.582 -51.131 329 17 <9 - <2.8 -
AT20GJ015422-023454 28.595 -2.582 118 5 <6 - <5.1 -
AT20GJ015429-134635 28.622 -13.776 83 4 <6 - <7.6 -
AT20GJ015431-660416 28.630 -66.071 200 10 7 2 3.8 -10
AT20GJ015446-232954 28.692 -23.498 52 4 <6 - <11.5 -
AT20GJ015507-082352 28.783 -8.398 56 3 <6 - <11.2 -
AT20GJ015510-642522 28.795 -64.423 51 3 <6 - <11.8 -
AT20GJ015537-404842 28.904 -40.812 426 19 <6 - <1.4 -
AT20GJ015557-512545 28.989 -51.429 115 6 <8 - <7.3 -
AT20GJ015603-050325 29.012 -5.057 54 3 <6 - <11.0 -
AT20GJ015613-041922 29.058 -4.323 129 7 <7 - <5.8 -
AT20GJ015629-241252 29.124 -24.215 75 5 <6 - <8.0 -
AT20GJ015647-361610 29.198 -36.269 97 5 6 2 6.5 53
AT20GJ015649-543949 29.207 -54.664 278 14 <9 - <3.4 -
AT20GJ015651-304309 29.215 -30.719 84 4 <9 - <10.4 -
AT20GJ015709-460040 29.291 -46.011 135 6 <7 - <5.1 -
AT20GJ015719-382944 29.332 -38.496 232 11 <8 - <3.4 -
AT20GJ015722-542234 29.343 -54.376 48 3 <9 - <18.7 -
AT20GJ015725-073050 29.355 -7.514 55 3 <7 - <13.2 -
AT20GJ015738-491518 29.409 -49.255 68 3 <7 - <10.6 -
AT20GJ015741-104340 29.423 -10.728 286 14 12 2 4.3 -25
AT20GJ015743-182500 29.430 -18.417 52 4 <7 - <13.8 -
AT20GJ015751-461423 29.463 -46.240 253 13 <7 - <2.7 -
AT20GJ015817-500419 29.571 -50.072 121 6 <8 - <6.4 -
AT20GJ015818-471251 29.578 -47.214 79 4 <6 - <7.6 -
AT20GJ015825-581056 29.608 -58.182 171 9 <9 - <5.1 -
AT20GJ015837-641128 29.654 -64.191 162 8 <6 - <3.7 -
AT20GJ015838-393204 29.659 -39.534 146 7 <6 - <4.3 -
AT20GJ015839-641918 29.663 -64.322 52 3 <8 - <15.5 -
AT20GJ015843-141306 29.682 -14.218 283 13 <6 - <2.1 -
AT20GJ015854-633449 29.729 -63.580 91 4 <6 - <6.6 -
AT20GJ015913-530853 29.805 -53.148 69 4 <7 - <10.9 -
AT20GJ015913-470614 29.806 -47.104 63 3 <6 - <9.6 -
AT20GJ015934-723145 29.893 -72.529 250 12 <7 - <2.8 -
AT20GJ015943-274038 29.930 -27.677 79 5 <7 - <9.1 -
AT20GJ015949-085000 29.955 -8.833 142 7 <6 - <4.2 -
AT20GJ015952-743056 29.969 -74.516 49 3 <8 - <16.6 -
AT20GJ020011-401058 30.049 -40.183 195 10 <8 - <4.3 -
AT20GJ020012-305326 30.051 -30.891 181 7 <7 - <4.7 -
AT20GJ020029-723408 30.123 -72.569 47 3 <10 - <20.3 -
AT20GJ020051-154237 30.213 -15.710 107 7 <9 - <8.7 -
AT20GJ020052-780501 30.219 -78.084 103 5 <12 - <11.6 -
AT20GJ020058-135617 30.243 -13.938 84 4 <9 - <10.4 -
AT20GJ020107-663812 30.282 -66.637 324 16 8 1 2.5 -44
AT20GJ020157-113233 30.488 -11.543 730 34 33 2 4.5 46
AT20GJ020206-055859 30.528 -5.983 94 4 <8 - <8.9 -
AT20GJ020213-762003 30.556 -76.334 277 12 <8 - <3.6 -
AT20GJ020213-194820 30.558 -19.806 95 6 <6 - <6.6 -
AT20GJ020214-001748 30.559 -0.297 94 4 <9 - <9.2 -
AT20GJ020303-071438 30.763 -7.244 91 4 <6 - <6.6 -
AT20GJ020340-434950 30.920 -43.831 230 9 31 3 13.5 -44
AT20GJ020343-061536 30.929 -6.260 102 5 <7 - <7.4 -
AT20GJ020351-260402 30.964 -26.067 67 5 <9 - <13.9 -
AT20GJ020354-684658 30.976 -68.783 88 3 <6 - <9.6 -
AT20GJ020428-332849 31.119 -33.480 311 16 <8 - <2.7 -
AT20GJ020450-514700 31.211 -51.783 67 4 <6 - <8.9 -
AT20GJ020457-170120 31.241 -17.022 1785 116 41 2 2.3 -76
AT20GJ020507-110922 31.280 -11.156 112 5 <8 - <6.9 -
AT20GJ020529-394614 31.372 -39.771 101 5 <6 - <6.0 -
AT20GJ020548-305235 31.452 -30.876 49 2 <6 - <12.3 -
AT20GJ020555-344409 31.481 -34.736 69 3 <6 - <8.7 -
AT20GJ020620-221220 31.584 -22.206 124 8 9 2 7.2 68
AT20GJ020626-115039 31.609 -11.844 274 14 <6 - <2.3 -
AT20GJ020639-714817 31.663 -71.805 185 9 <10 - <5.5 -
AT20GJ020640-614331 31.667 -61.725 189 9 <6 - <3.2 -
AT20GJ020643-302458 31.680 -30.416 180 9 <10 - <5.3 -
AT20GJ020647-534543 31.699 -53.762 60 3 <6 - <10.1 -
AT20GJ020652-354957 31.718 -35.833 93 4 <9 - <9.4 -
AT20GJ020706-274725 31.775 -27.790 62 4 <6 - <9.6 -
AT20GJ020715-385703 31.815 -38.951 219 11 <9 - <4.0 -
AT20GJ020750-683754 31.962 -68.632 162 8 8 2 5.1 -8
AT20GJ020801-621635 32.005 -62.277 164 18 <6 - <3.7 -
AT20GJ020822-265019 32.093 -26.839 170 11 7 2 4.4 70
AT20GJ020826-004744 32.110 -0.796 296 15 21 2 7.2 -89
AT20GJ020835-173934 32.146 -17.660 236 15 <6 - <2.5 -
AT20GJ020930-043826 32.378 -4.641 247 12 <7 - <2.7 -
AT20GJ020931-073650 32.381 -7.614 101 5 <6 - <5.9 -
AT20GJ020944-295521 32.437 -29.923 51 3 <6 - <11.8 -
AT20GJ021007-105747 32.529 -10.963 74 4 9 3 12.0 88
AT20GJ021010-221337 32.542 -22.227 77 5 <7 - <8.9 -
AT20GJ021012-050531 32.550 -5.092 118 6 <7 - <6.1 -
AT20GJ021016-073720 32.569 -7.622 84 5 <8 - <9.6 -
AT20GJ021023-144458 32.597 -14.750 118 6 8 2 6.6 8
AT20GJ021046-510101 32.693 -51.017 3287 164 45 3 1.4 -7
AT20GJ021050-434113 32.710 -43.687 61 3 <6 - <9.8 -
AT20GJ021121-014515 32.839 -1.754 83 4 <7 - <8.0 -
AT20GJ021144-241149 32.934 -24.197 60 4 <6 - <10.5 -
AT20GJ021149-155818 32.958 -15.972 231 15 <6 - <2.6 -
AT20GJ021222-174614 33.095 -17.771 310 20 <6 - <1.9 -
AT20GJ021229-255818 33.123 -25.972 61 4 <7 - <11.3 -
AT20GJ021234-082044 33.146 -8.346 46 2 <6 - <13.0 -
AT20GJ021255-271819 33.230 -27.305 52 4 <6 - <11.5 -
AT20GJ021301-001815 33.255 -0.304 118 6 <7 - <5.8 -
AT20GJ021316-294326 33.318 -29.724 84 6 <6 - <7.2 -
AT20GJ021316-071932 33.319 -7.326 148 8 <8 - <5.7 -
AT20GJ021346-522813 33.446 -52.471 58 3 <7 - <12.4 -
AT20GJ021359-611812 33.496 -61.303 66 3 <6 - <9.1 -
AT20GJ021404-702706 33.519 -70.452 378 19 <6 - <1.6 -
AT20GJ021410-582206 33.543 -58.369 61 7 <6 - <9.8 -
AT20GJ021416-614933 33.568 -61.826 544 26 19 2 3.5 -68
AT20GJ021420-512815 33.583 -51.471 52 3 <6 - <11.5 -
AT20GJ021440-211329 33.670 -21.225 70 5 <7 - <9.4 -
AT20GJ021507-070208 33.782 -7.036 51 3 <6 - <12.5 -
AT20GJ021511-034307 33.798 -3.719 92 5 <6 - <6.5 -
AT20GJ021512-652021 33.800 -65.339 82 4 <6 - <7.3 -
AT20GJ021527-312145 33.864 -31.363 68 3 <6 - <8.8 -
AT20GJ021535-125928 33.896 -12.991 314 8 27 3 17.3 74
AT20GJ021542-022256 33.925 -2.382 646 32 <7 - <1.0 -
AT20GJ021603-520012 34.013 -52.003 211 11 <9 - <4.1 -
AT20GJ021605-011803 34.023 -1.301 102 5 <6 - <5.9 -
AT20GJ021612-010518 34.051 -1.089 82 4 <6 - <7.7 -
AT20GJ021638-101702 34.162 -10.284 300 15 <6 - <2.0 -
AT20GJ021645-474908 34.188 -47.819 93 3 <6 - <11.6 -
AT20GJ021648-324740 34.201 -32.795 540 24 20 3 3.6 85
AT20GJ021654-162748 34.228 -16.463 52 4 <11 - <20.8 -
AT20GJ021702-082052 34.261 -8.348 415 21 20 2 4.9 -13
AT20GJ021709-571814 34.290 -57.304 105 4 <7 - <8.8 -
AT20GJ021715-271555 34.314 -27.265 126 8 <6 - <4.8 -
AT20GJ021735-725126 34.398 -72.857 151 8 <11 - <7.0 -
AT20GJ021745-734723 34.438 -73.790 75 4 <9 - <11.6 -
AT20GJ021755-012150 34.479 -1.364 82 4 <6 - <7.3 -
AT20GJ021757-163110 34.489 -16.520 215 13 <6 - <3.0 -
AT20GJ021813-471802 34.554 -47.301 92 2 <7 - <13.6 -
AT20GJ021834-092337 34.643 -9.394 158 8 <7 - <4.6 -
AT20GJ021834-550350 34.645 -55.064 54 3 <8 - <15.4 -
AT20GJ021840-230712 34.668 -23.120 55 4 <6 - <10.9 -
AT20GJ021902-362607 34.762 -36.435 52 3 <16 - <30.1 -
AT20GJ021921-184238 34.838 -18.711 490 32 <6 - <1.2 -
AT20GJ021930-292213 34.876 -29.370 66 5 <8 - <12.3 -
AT20GJ021941-680618 34.923 -68.105 179 9 <6 - <3.4 -
AT20GJ021947-364315 34.950 -36.721 71 3 <6 - <8.4 -
AT20GJ022003-364952 35.016 -36.831 58 3 <9 - <15.6 -
AT20GJ022008-702227 35.034 -70.374 136 5 <6 - <4.4 -
AT20GJ022028-130518 35.118 -13.089 353 16 13 2 3.8 -42
AT20GJ022035-215112 35.147 -21.853 63 4 <6 - <9.5 -
AT20GJ022054-015655 35.225 -1.949 134 4 <6 - <7.7 -
AT20GJ022054-633019 35.225 -63.505 327 16 8 1 2.4 -85
AT20GJ022112-130247 35.301 -13.046 329 16 <7 - <2.0 -
AT20GJ022129-471256 35.371 -47.216 152 8 <7 - <4.5 -
AT20GJ022151-564728 35.464 -56.791 59 3 <7 - <11.2 -
AT20GJ022200-161516 35.503 -16.255 319 21 <6 - <1.9 -
AT20GJ022215-510629 35.564 -51.108 75 3 <10 - <19.8 -
AT20GJ022217-415938 35.575 -41.994 76 3 <6 - <7.9 -
AT20GJ022223-543016 35.596 -54.505 49 3 <9 - <18.2 -
AT20GJ022255-051817 35.732 -5.305 123 6 <6 - <4.9 -
AT20GJ022256-344127 35.735 -34.691 1019 42 12 3 1.2 -26
AT20GJ022305-282451 35.773 -28.414 120 8 <6 - <5.0 -
AT20GJ022313-020508 35.804 -2.086 107 5 <6 - <5.6 -
AT20GJ022330-534740 35.879 -53.794 464 23 <7 - <1.6 -
AT20GJ022339-794014 35.913 -79.671 67 4 <10 - <14.3 -
AT20GJ022340-092520 35.920 -9.422 83 4 <6 - <7.6 -
AT20GJ022342-530142 35.926 -53.028 41 2 <6 - <14.5 -
AT20GJ022343-165638 35.932 -16.944 129 8 <6 - <4.7 -
AT20GJ022416-704322 36.068 -70.723 72 4 <8 - <11.2 -
AT20GJ022502-231248 36.262 -23.213 483 25 <6 - <1.6 -
AT20GJ022508-003530 36.285 -0.592 145 6 8 2 7.0 9
AT20GJ022510-260318 36.295 -26.055 224 15 <6 - <2.7 -
AT20GJ022529-522555 36.374 -52.432 52 3 <7 - <13.2 -
AT20GJ022543-450316 36.431 -45.054 108 4 <6 - <5.6 -
AT20GJ022624-304132 36.601 -30.692 82 4 <7 - <8.0 -
AT20GJ022625-591427 36.608 -59.241 47 3 <6 - <12.8 -
AT20GJ022647-184338 36.699 -18.727 150 10 <6 - <4.0 -
AT20GJ022704-721759 36.769 -72.300 44 3 <12 - <26.6 -
AT20GJ022733-235456 36.890 -23.916 92 5 <6 - <7.4 -
AT20GJ022740-302604 36.919 -30.434 452 21 <9 - <2.0 -
AT20GJ022744-062107 36.935 -6.352 93 4 <7 - <7.1 -
AT20GJ022754-615807 36.976 -61.969 53 6 <6 - <11.3 -
AT20GJ022820-553725 37.087 -55.624 89 5 <9 - <9.8 -
AT20GJ022821-554603 37.090 -55.768 391 18 <7 - <1.7 -
AT20GJ022848-124706 37.200 -12.785 91 5 <6 - <6.6 -
AT20GJ022853-033737 37.222 -3.627 636 31 7 1 1.1 -75
AT20GJ022905-692219 37.273 -69.372 56 3 <6 - <10.6 -
AT20GJ022912-540324 37.303 -54.057 338 17 <6 - <1.9 -
AT20GJ022925-523226 37.356 -52.541 182 9 <7 - <3.6 -
AT20GJ022928-364356 37.368 -36.732 263 11 <7 - <2.6 -
AT20GJ022934-784744 37.394 -78.796 837 42 20 3 2.4 58
AT20GJ023010-141749 37.544 -14.297 104 5 <6 - <5.8 -
AT20GJ023011-621434 37.548 -62.243 146 7 <6 - <4.1 -
AT20GJ023036-040936 37.654 -4.160 67 3 <6 - <9.0 -
AT20GJ023039-852819 37.664 -85.472 113 6 <8 - <7.4 -
AT20GJ023105-160648 37.771 -16.114 99 7 <6 - <6.0 -
AT20GJ023109-575505 37.789 -57.918 104 5 <8 - <7.8 -
AT20GJ023111-474611 37.799 -47.770 775 33 <8 - <1.0 -
AT20GJ023116-584106 37.821 -58.685 215 11 <6 - <2.8 -
AT20GJ023122-724437 37.842 -72.744 127 6 <9 - <6.9 -
AT20GJ023131-372833 37.883 -37.476 52 3 9 3 16.9 46
AT20GJ023137-204021 37.904 -20.673 160 11 <6 - <3.7 -
AT20GJ023151-393546 37.966 -39.596 330 14 <10 - <2.9 -
AT20GJ023215-512717 38.064 -51.455 66 3 <7 - <11.3 -
AT20GJ023219-060200 38.083 -6.033 69 4 <6 - <8.7 -
AT20GJ023236-283926 38.153 -28.657 127 8 <6 - <4.7 -
AT20GJ023241-112020 38.174 -11.339 69 4 <6 - <8.7 -
AT20GJ023253-064554 38.225 -6.765 95 5 8 1 8.5 43
AT20GJ023317-102300 38.321 -10.383 54 3 <6 - <11.1 -
AT20GJ023322-045507 38.342 -4.919 71 3 <6 - <8.4 -
AT20GJ023356-503020 38.487 -50.506 62 3 <7 - <11.1 -
AT20GJ023506-473710 38.777 -47.620 125 6 11 2 8.8 26
AT20GJ023507-040205 38.781 -4.035 280 14 <6 - <2.1 -
AT20GJ023514-470932 38.810 -47.159 134 7 <7 - <4.9 -
AT20GJ023532-021931 38.886 -2.326 82 4 6 1 7.6 11
AT20GJ023609-130759 39.040 -13.133 282 14 <6 - <2.1 -
AT20GJ023611-420337 39.047 -42.060 95 4 <6 - <6.3 -
AT20GJ023631-295355 39.130 -29.899 612 40 8 2 1.2 -22
AT20GJ023653-613615 39.222 -61.604 459 22 7 2 1.6 15
AT20GJ023716-262352 39.320 -26.398 176 12 7 1 3.9 -7
AT20GJ023744-193235 39.436 -19.543 180 10 23 1 14.7 84
AT20GJ023749-823252 39.456 -82.548 50 3 <7 - <14.5 -
AT20GJ023802-185429 39.510 -18.908 45 3 <6 - <13.5 -
AT20GJ023808-502256 39.537 -50.382 43 2 <6 - <14.1 -
AT20GJ023855-303202 39.730 -30.534 173 9 <8 - <4.5 -
AT20GJ023900-762641 39.751 -76.445 81 4 <8 - <10.0 -
AT20GJ023907-364012 39.780 -36.670 132 6 <14 - <10.5 -
AT20GJ023916-140804 39.817 -14.135 73 4 <6 - <8.2 -
AT20GJ023925-134843 39.858 -13.812 106 5 11 1 10.5 24
AT20GJ023945-023440 39.940 -2.578 895 39 14 1 1.5 50
AT20GJ024008-230915 40.034 -23.154 897 58 24 2 2.7 -32
AT20GJ024010-145052 40.043 -14.848 118 5 <6 - <5.1 -
AT20GJ024010-115634 40.045 -11.943 120 6 7 1 5.8 -53
AT20GJ024015-103518 40.065 -10.589 75 4 <6 - <8.1 -
AT20GJ024021-135734 40.091 -13.960 156 8 <6 - <3.8 -
AT20GJ024040-542933 40.168 -54.493 58 3 <6 - <10.8 -
AT20GJ024056-050442 40.234 -5.078 166 8 <7 - <4.0 -
AT20GJ024104-081520 40.270 -8.256 1199 59 <12 - <1.0 -
AT20GJ024136-492452 40.403 -49.415 99 5 <7 - <7.6 -
AT20GJ024220-161637 40.587 -16.277 75 5 <6 - <8.0 -
AT20GJ024235-213225 40.650 -21.540 322 21 <6 - <1.9 -
AT20GJ024240-000046 40.670 -0.013 474 17 15 3 4.3 -56
AT20GJ024311-051257 40.797 -5.216 67 3 <7 - <11.2 -
AT20GJ024312-055055 40.802 -5.849 477 24 9 2 2.0 -58
AT20GJ024313-510517 40.807 -51.088 189 7 <7 - <5.0 -
AT20GJ024324-573849 40.851 -57.647 48 3 <8 - <16.2 -
AT20GJ024326-561242 40.861 -56.212 114 6 <7 - <6.1 -
AT20GJ024344-511214 40.936 -51.204 56 3 <10 - <18.2 -
AT20GJ024354-320421 40.977 -32.073 64 3 <10 - <15.0 -
AT20GJ024448-352307 41.200 -35.385 46 3 <7 - <14.9 -
AT20GJ024524-110717 41.354 -11.121 167 8 <6 - <3.6 -
AT20GJ024549-353300 41.456 -35.550 56 3 <8 - <13.8 -
AT20GJ024554-445939 41.475 -44.994 581 29 <7 - <1.2 -
AT20GJ024600-465116 41.500 -46.855 397 20 <6 - <1.5 -
AT20GJ024610-294522 41.542 -29.756 80 5 <7 - <9.4 -
AT20GJ024614-495350 41.562 -49.897 70 4 <8 - <11.6 -
AT20GJ024638-595526 41.662 -59.924 69 3 <6 - <8.7 -
AT20GJ024658-123630 41.744 -12.608 261 13 11 2 4.4 62
AT20GJ024709-281049 41.787 -28.180 133 9 <6 - <4.5 -
AT20GJ024710-632537 41.796 -63.427 82 4 <6 - <7.3 -
AT20GJ024807-163145 42.032 -16.529 492 32 6 1 1.3 37
AT20GJ024822-225759 42.095 -22.966 139 9 <6 - <4.3 -
AT20GJ024838-132228 42.161 -13.374 155 6 <6 - <5.3 -
AT20GJ024853-144755 42.223 -14.799 53 3 <6 - <11.4 -
AT20GJ024857-222929 42.241 -22.491 93 6 <6 - <6.5 -
AT20GJ024902-351713 42.260 -35.287 100 5 <9 - <8.7 -
AT20GJ024904-182354 42.267 -18.398 75 8 <6 - <8.0 -
AT20GJ024948-555615 42.452 -55.938 95 3 <7 - <15.5 -
AT20GJ024951-090025 42.467 -9.007 76 4 <6 - <8.3 -
